Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
0,Tata,Nano Genx,Xt, 292667,624 ,Injection,24 litres,Petrol,1652 ,3164 ,1750 ,Hatchback,5.0,23.6 ,,660 kg,180 mm,"Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",135/70R12,155/65R12,Electric Power,Only Front Windows,,Remote,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Manual,2230 mm,Yes,CD Player with USB & Aux-in,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,110 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Tata,Nano Genx,Xe, 236447,624 ,Injection,24 litres,Petrol,1652 ,3164 ,1750 ,Hatchback,5.0,23.6 ,,725 kg,180 mm,"Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",135/70R12,155/65R12,,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Manual,2230 mm,,Not on offer,,2 years /75000 Kms (years/distance whichever comes first),,Internal,110 litres,,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Tata,Nano Genx,Emax Xm, 296661,624 ,Injection,15 litres,CNG,1652 ,3164 ,1750 ,Hatchback,4.0,,,710 kg,180 mm,"Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Manual,2230 mm,,Not on offer,,2 years /75000 Kms (years/distance whichever comes first),,Internal,110 litres,,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Not Applicable,Air Conditioning with cooling only,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Tata,Nano Genx,Xta, 334768,624 ,Injection,24 litres,Petrol,1652 ,3164 ,1750 ,Hatchback,5.0,23.6 ,,725 kg,180 mm,"Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",135/70R12,155/65R12,Electric Power,Only Front Windows,,Remote,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Automatic,2230 mm,Yes,CD Player with USB & Aux-in,Yes,2 years /75000 Kms (years/distance whichever comes first),Yes,Internal,94 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),Yes,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tata,Nano Genx,Xm, 272223,624 ,Injection,24 litres,Petrol,1652 ,3164 ,1750 ,Hatchback,5.0,23.6 ,,725 kg,180 mm,"Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Manual,2230 mm,,Not on offer,,2 years /75000 Kms (years/distance whichever comes first),,Internal,110 litres,,Yes,Digital,Front,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Not Applicable,Air Conditioning with cooling only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Tata,Nano Genx,Xma, 314815,624 ,Injection,24 litres,Petrol,1652 ,3164 ,1750 ,Hatchback,5.0,23.6 ,,710 kg,180 mm,"Independent, Semi Trailing arm with coil spring & gas filled shock absorbers",135/70R12,155/65R12,Electric Power,,,,38PS@5500rpm,51Nm@4000rpm,Digital,Analog,Not on offer,Yes,4.0,Fabric,Automatic,2230 mm,,Not on offer,,2 years /75000 Kms (years/distance whichever comes first),,Internal,94 litres,,Yes,Digital,Not on offer,Yes,Front,Yes,2 years /150000 Kms (years/distance whichever comes first),,Digital,Manual,Analog + Digital,Yes,4 meter,Yes,Not Applicable,Air Conditioning with cooling only,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Datsun,Redi-Go,D, 279650,799 ,Injection,28 litres,Petrol,1541 ,3429 ,1560 ,Hatchback,5.0,21.38 ,24 km/litre,,185 mm,H-type Torsion Beam,80/155R13,80/155R13,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2348 mm,,Not on offer,,2 years / Unlimited Kms,,Internal,222 litres,,Yes,,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Not Applicable,Yes,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Datsun,Redi-Go,T, 351832,799 ,Injection,28 litres,Petrol,1541 ,3429 ,1560 ,Hatchback,5.0,21.38 ,24 km/litre,,185 mm,H-type Torsion Beam,80/155R13,80/155R13,Electric Power,Only Front Windows,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2348 mm,,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,,Internal,222 litres,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Datsun,Redi-Go,A, 333419,799 ,Injection,28 litres,Petrol,1541 ,3429 ,1560 ,Hatchback,5.0,21.38 ,24 km/litre,,185 mm,H-type Torsion Beam,80/155R13,80/155R13,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2348 mm,,Not on offer,,2 years / Unlimited Kms,,Internal,222 litres,,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Datsun,Redi-Go,S, 362000,799 ,Injection,28 litres,Petrol,1541 ,3429 ,1560 ,Hatchback,5.0,21.38 ,24 km/litre,,185 mm,H-type Torsion Beam,80/155R13,80/155R13,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2348 mm,,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,,"With Remote, Internal",222 litres,,Yes,,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Datsun,Redi-Go,1.0 S, 390000,999 ,Injection,28 litres,Petrol,1541 ,3429 ,1560 ,Hatchback,5.0,,,,185 mm,H-type Torsion Beam,80/155R13,80/155R13,Electric Power,,,,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2348 mm,,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,,"With Remote, Internal",222 litres,,Yes,,Front,Yes,Yes,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Not Applicable,Air Conditioning with cooling only,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Datsun,Redi-Go,1.0 S Amt, 437065,999 ,Injection,28 litres,Petrol,1541 ,3429 ,1560 ,Hatchback,5.0,,,,185 mm,H-type Torsion Beam,155/80R13,155/80R13,Electric Power,Only Front Windows,,Yes,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,Yes,5.0,Fabric,Automatic,2348 mm,,CD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,,"Internal, With Remote",222 litres,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,Rear sensors,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Renault,Kwid,Rxe 0.8, 353290,799 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,,Not on offer,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Internal,300 litres,,Yes,,Front,,Front,Yes,,,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Renault,Kwid,Std 0.8, 283290,799 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2442 mm,,Not on offer,,"2 Years / 50,000 Kms (Whichever comes earlier)",,Internal,300 litres,,,,Front,,Front,Yes,,,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Heater,Yes,,Yes,,,,,,,,,,,Yes,,,Driver frontal airbag,,Yes,Yes,Yes,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Renault,Kwid,Rxl 0.8, 383290,799 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,Yes,,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Renault,Kwid,Rxt 0.8, 413290,799 ,Injection,28 litres,Petrol,1490 ,3731 ,1580 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,,,,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,,Yes,,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,,,Yes,,,,Touch Sensitive,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
16,Renault,Kwid,Rxt 1.0, 433290,999 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,
17,Renault,Kwid,Climber 1.0 Mt, 454490,999 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,Front Row,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,
18,Renault,Kwid,Rxt Amt 1.0, 463290,999 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5.0,Fabric,Automatic,2422 mm,,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,Internal,300 litres,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,,Front Row,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,Yes,,,,Yes,,Yes,,,,,Yes,,Yes,,,,,,,,,
19,Renault,Kwid,Climber Amt 1.0, 484490,999 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5.0,Fabric,Automatic,2422 mm,,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,Internal,300 litres,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,Front Row,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,
20,Renault,Kwid,Rxt (O) 1.0, 440990,999 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,
21,Renault,Kwid,Rxt (O) Amt 1.0, 470990,999 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,Only Front Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Automatic,2422 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,,,
22,Renault,Kwid,Climber (O) Mt 1.0, 462190,999 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422 mm,,CD Player with USB & Aux-in,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300 litres,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,
23,Renault,Kwid,Climber (O) Amt 1.0, 492190,999 ,Injection,28 litres,Petrol,1490 ,3731 ,1579 ,Hatchback,5.0,25.17 ,,669 kg,184 mm,Twist beam suspension with coil spring,165/70 R14,165/70 R14,Electric Power,All Windows,,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5.0,Fabric,Automatic,2422 mm,,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,Internal,300 litres,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Digital,Manual,Digital,Yes,,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,Yes,,,,,,,Yes,,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,
24,Maruti Suzuki,Eeco,5 Str, 352136,1196 ,Injection,40 litres,Petrol,1800 ,3675 ,1475 ,MPV,5.0,12 ,15 km/litre,920 kg,160 mm,3 Link Rigid,155 R13 LT,155 R13 LT,,,,,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400 litres,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,,,Yes,,,,,Normal,,Yes,,Yes,,,,Yes,,,Driver frontal airbag,,Yes,,,1.0,9.9,Rake,,Rear Reading Lamp,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Maruti Suzuki,Eeco,7 Str, 380573,1196 ,Injection,40 litres,Petrol,1800 ,3675 ,1475 ,MPV,5.0,12 ,15 km/litre,940 kg,160 mm,3 Link Rigid,155 R13 LT,155 R13 LT,,,,,74PS@6000RPM,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,7.0,Fabric,Manual,2350 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Internal,250 litres,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Not Applicable,,Yes,,,,,Normal,,Yes,,Yes,,,,Yes,,,Driver frontal airbag,,Yes,,,1.0,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Maruti Suzuki,Eeco,5 Str With Ac+Htr, 392967,1196 ,Injection,40 litres,Petrol,1800 ,3675 ,1475 ,MPV,5.0,11 ,15 km/litre,928 kg,160 mm,3 Link Rigid,155 R13 LT,155 R13 LT,,,,,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400 litres,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,,,,,,,,,,,,,,,,9.9,Rake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng, 466057,1196 ,Injection,40 litres,CNG,1800 ,3675 ,1475 ,MPV,5.0,,,1050 kg,160 mm,3 Link Rigid,155 R13 LT,155 R13 LT,,,,,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400 litres,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,Normal,,Yes,,Yes,,,,Yes,,,Driver frontal airbag,,Yes,,,1.0,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Maruti Suzuki,Eeco,5 Str With Htr Cng, 425255,1196 ,Injection,40 litres,CNG,1800 ,3675 ,1475 ,MPV,5.0,,,1030 kg,160 mm,3 Link Rigid,155 R13 LT,155 R13 LT,,,,,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Internal,400 litres,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.5 meter,,Not Applicable,Heater,Yes,,,,,Normal,,Yes,,Yes,,,,Yes,,,Driver frontal airbag,,Yes,,,1.0,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Maruti Suzuki,Alto K10,Lxi, 377588,998 ,Injection,35 litres,Petrol,1475 ,3545 ,1490 ,Hatchback,5.0,14 ,17 km/litre,745 kg,160 mm,3-link rigid axle Suspension,155/65R13,155/65R13,Yes,,,,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2360 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Yes,,Yes,,,,,Yes,,,Driver frontal airbag,,Yes,,,1.0,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Maruti Suzuki,Alto K10,Vxi, 394036,998 ,Injection,35 litres,Petrol,1475 ,3545 ,1490 ,Hatchback,5.0,14 ,17 km/litre,750 kg,160 mm,3-link rigid axle Suspension,155/65R13,155/65R13,Yes,Only Front Windows,,,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2360 mm,,CD/MP3 Player,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Yes,,Yes,,,,,Yes,Yes,,Driver frontal airbag,,Yes,Yes,Yes,1.0,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
