Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Rear_Suspension,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
1046,Audi,A5 Cabriolet,2.0 Tdi, 6948200,1968 ,Injection,58 litres,Diesel,1386 ,4733 ,1843 ,Convertible,2.0,,,1875 kg,,,245/40 R18,245/40 R18,Yes,All Windows,Power seats,Smart Key,190ps @ 3800-4200rpm,400Nm @1750-3000rpm,Yes,Digital,Yes,2,4.0,Leather,Automatic,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,Internal,480 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"Digital, Analog",Automatic,Analog + Digital,Yes,,Yes,,Fully automatic climate control,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,"Front Row, Second Row","Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Yes,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
1047,,Mercedes-Benz Gle,300D 4Matic, 7370000,1950 ,Injection,93 litres,Diesel,1772 ,4924 ,2157 ,SUV,5.0,,,,,AIRMATIC,265/45 R20,265/45 R20,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,245PS@4200rpm,500Nm@1600rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2915 mm,Yes,DVD Player with USB & Aux-in,Yes,,Yes,"Internal, With Remote",825 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Analog,Automatic,Analog + Digital,Yes,,Yes,,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,"Normal, Comfort, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,"Front passenger head airbag, Drive side airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,9G-TRONIC,Yes,Yes,,Yes,Yes,,
1048,,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition, 12500000,2925 ,Injection,93 litres,Diesel,1772 ,4924 ,2157 ,SUV,5.0,,,2150 kg,,AIRMATIC,255/50 R20,255/50 R20,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,330PS@3600-4200rpm,700Nm@1200-3200rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2915 mm,Yes,DVD Player with USB & Aux-in,Yes,,Yes,"Internal, With Remote",825 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Analog,Automatic,Analog + Digital,Yes,5.9 meter,Yes,,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,"Sport, Normal, Comfort",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,"Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Front passenger head airbag, Drive side airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,9G-TRONIC,Yes,Yes,,Yes,Yes,,
1049,,Mercedes-Benz Cls,300D, 8470000,1950 ,Injection,,Diesel,1435 ,4988 ,1890 ,Sedan,5.0,,,,,,225 / 45 R18,225 / 40 R18,Electric Power,All Windows,"Yes, with memory","Remote, Smart Key",245Bhp@4200RPM,500Nm@1600-2400RPM,Digital,Digital,Digital,Yes,5.0,Leather,Automatic,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,"With Remote, Internal",,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Automatic,Analog + Digital,Yes,,Yes,Not Applicable,2 Zone Climate Control,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag, Curtain airbags",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
1050,Bmw,X7,Xdrive 40I, 10490000,2998 ,Injection,80 litres,Petrol,1805 ,5151 ,2000 ,SUV,5.0,,,,,Adaptive 2-axle air suspension,,,Yes,All Windows,,Yes,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,Digital,Digital,Digital,Yes,7.0,Leather,Automatic,3105 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,With Remote,326 litres,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Digital,Automatic,Digital,Yes,,Yes,Yes,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Sport,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Front passenger knee airbag, Rear passenger head airbags",Yes,Yes,Yes,Yes,9.0,,Yes,,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,
1051,Bmw,X7,Xdrive30D Dpe Signature, 10250000,2993 ,Injection,80 litres,Diesel,1805 ,5151 ,2000 ,SUV,5.0,,,,,Adaptive 2-axle air suspension,,,Yes,All Windows,"Yes, with memory",Yes,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,Digital,Digital,Digital,Yes,7.0,Leather,Automatic,3105 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,With Remote,326 litres,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Digital,Automatic,Digital,Yes,,Yes,Yes,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Sport,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger knee airbag, Rear passenger head airbags",Yes,Yes,Yes,Yes,9.0,,Yes,,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,
1052,Bmw,M4,Coupe, 13590000,2979 ,Injection,60 litres,Petrol,1383 ,4671 ,1870 ,Coupe,2.0,7.32 ,10.75 km/litre,1612 kg,121 mm,Adaptive M Suspension,255/40R18,275/40R18,Electric Power,All Windows,Yes,Smart Key,431PS@7300RPM,550Nm@1850-5500rpm,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,2812 mm,Yes,DVD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",368 litres,Yes,,Digital,Front,Yes,Front,Yes,,Yes,Analog,Automatic,Analog + Digital,Yes,6.1 meter,Yes,,2 Zone Climate Control,,,Yes,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,"Driver head airbag, Driver frontal airbag, Front passenger head airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger knee airbag, Driver knee airbag, Rear passenger head airbags",Yes,Yes,Yes,Yes,10.0,10.2,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,,,,Yes,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
1053,Porsche,911,Carrera S, 17420000,2981 ,Injection,64 litres,Petrol,1300 ,4519 ,1852 ,Coupe,2.0,7.9 ,10.7 km/litre,1515 kg,,Multi Link rear axle,245/35 ZR 20,305/30 ZR 21,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,450hp@6500rpm,530Nm@5000rpm,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,2450 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,4 years / 80000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",132 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Analog,Automatic,Analog + Digital,Yes,,Yes,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,"Normal, Comfort, Eco, Sport",Yes,,Yes,,,,,Yes,Yes,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,1.0,Yes,Yes,,
1054,Porsche,911,Carrera S Cabriolet, 18844000,2981 ,Injection,64 litres,Petrol,1299 ,4519 ,1852 ,Convertible,2.0,11.6 ,7.6 km/litre,1585 kg,,Multi Link rear axle,245/35 ZR 20,305/30 ZR 21,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,450hp@6500rpm,530Nm@5000rpm,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,2450 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,4 years / 80000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",132 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,"12/24 months /up to 2,00,000 Kms (whichever comes first)",Yes,Analog,Automatic,Analog + Digital,Yes,,Yes,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,"Normal, Comfort, Eco, Sport",Yes,,Yes,,Yes,,,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Driver head airbag",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,1.0,,Yes,,
1055,Nissan,Gtr,3.8 V6, 21240272,3799 ,Injection,74 litres,Petrol,1370 ,4710 ,1895 ,Coupe,2.0,9 ,,1752 kg,110 mm,,255/40 R20,255/35 R20,Yes,All Windows,Yes,Smart Key,570PS@6800rpm,637Nm@3200rpm,Analog,Analog,Analog,Yes,4.0,Leather,Automatic,2780 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,"With Remote, Manual",249 litres,Yes,Yes,Digital,Front & Rear,Yes,Yes,Yes,,Yes,Analog,Automatic,Analog,Yes,,Yes,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
1056,Aston Martin,Vantage,Coupe, 29500000,3982 ,Injection,73 litres,Petrol,1273 ,4465 ,2153 ,Coupe,2.0,5 ,8 km/litre,1530 kg,122 mm,"Rear multi-link, coil springs, anti-roll bar and adaptive damping",255/40/20,295/35/20,Electric Power,Only Front Windows,Yes,,505bhp@6000rpm,685Nm@2000-5000rpm,,,Not on offer,,2.0,Leather,Automatic,2704 mm,Yes,CD Player with USB & Aux-in,,,Yes,Internal,,,,,,,,,,Yes,,Automatic,Analog,Yes,,Yes,,"Fully automatic climate control, 2 Zone Climate Control",,,,,,,Yes,,,,,,,,Yes,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,,Yes,,6.0,10.5:1,"Rake, Reach",,Air Conditioner : Standard,"Rear sensors, Rear sensors with camera",Yes,,,,,Yes,Yes,,,,,,Yes,,Yes,,,2.4 PSI,Only front,Yes,,,,Yes,Yes,,Yes,Yes,,,,,
1057,Aston Martin,Rapide,Luxe, 38845823,5935 ,Injection,90.5 litres,Petrol,1360 ,5019 ,1929 ,Sedan,4.0,9.1 ,12.9 km/litre,1990 kg,108 mm,"Independent, double-wishbone with coil springs, gas-pressurized shock absorbers and stabilizer bar",245/40R20,295/35R20,Electro-Hydraulic,All Windows,"Yes, with memory",Smart Key,560PS@6650rpm,630Nm@5500rpm,Digital,Analog,Analog,Yes,4.0,Leather,Automatic,2989 mm,Yes,DVD Player with USB & Aux-in,Yes,2 years / Unlimited Kms,Yes,"Internal, With Remote",300 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,12 /24 months and can be renewed or extended for a further period,Yes,Analog,Automatic,Analog + Digital,Yes,,Yes,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,"Front passenger frontal airbag, Front passenger side airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Rear passenger head airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,8.0,11.1,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,"Cup Holders, Audio Controls",Yes,Yes,Yes,,All,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
1058,Ferrari,812 Superfast,Superfast, 52000000,6496 ,Injection,92 litres,Petrol,1276 ,4657 ,1971 ,Coupe,2.0,,,1630 kg,,suspension with stabilizer bar,275/35 ZR20,315/35 ZR20,Electro-Hydraulic,All Windows,Yes,Smart Key,789 bhp @ 8500 rpm,718 Nm @ 7000 rpm,Digital,Digital,Analog,Yes,2.0,Leather,Automatic,2720 mm,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,Yes,Internal,,Yes,,Digital,Front,Yes,Front,Yes,12/24 months/ up to90000 Kms (years/distance whichever comes first),Yes,Digital,Automatic,Analog + Digital,Yes,,Yes,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,4.0,13.6:1,"Reach, Rake",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,,Yes,,Yes,Yes,Yes,,Only front,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,
1059,Maruti Suzuki,Alto 800 Tour,H1, 354235,796 ,Injection,35 litres,Petrol,1475 ,3430 ,1490 ,Hatchback,5.0,18 ,23 km/litre,720 kg,160 mm,Three Link Rigid Axle Suspension,145/80R12,145/80R12,Electric Power,Only Front Windows,,,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,Manual,2360 mm,,Not on offer,,2 years /40000 Kms (years/distance whichever comes first),,Internal,177 litres,,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Yes,,,,Yes,,,,,,,,,,,,10.3:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Maruti Suzuki,Alto 800 Tour,H1 (O), 356559,796 ,Injection,35 litres,Petrol,1475 ,3395 ,1490 ,Hatchback,5.0,18 ,23 km/litre,720 kg,160 mm,"Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",145/80R12,145/80R12,Yes,Only Front Windows,,,48PS@6000rpm,69Nm@3500rpm,Digital,Analog,Not on offer,2,5.0,Fabric,Manual,2360 mm,,Not on offer,,,,Internal,177 litres,,Yes,Digital,Front,,Front,Yes,,,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Yes,,,,Yes,,,,,,Driver frontal airbag,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Hyundai,Grand I10 Nios,Magna 1.2 Crdi, 675090,1186 ,Injection,37 litres,Diesel,1520 ,3805 ,1680 ,Hatchback,5.0,20.7 ,,,,Coupled Torsion Beam Axle,165/70R14,165/70R14,Electric Power,All Windows,,,75PS@4000rpm,190NM@1750-2250RPM,Digital,"Analog, Digital",Analog,2,5.0,Fabric,Manual,2450 mm,,USB & Aux-in,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,,Yes,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,Normal,Yes,,,,Yes,,,Yes,Yes,Front Row,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,,,Yes,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,
1062,Hyundai,Grand I10 Nios,Era 1.2 Vtvt, 504990,1197 ,Injection,37 litres,Petrol,1520 ,3805 ,1680 ,Hatchback,5.0,,,935 kg,165 mm,Coupled Torsion Beam Axle,165/70R14,165/70R14,Electric Power,Only Front Windows,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2450 mm,,Not on offer,,"3 years / 100,000 Km of warranty**",,Manual,256 litres,,Yes,,Front,,Front,Yes,,,Digital,Manual,Analog + Digital,,,Yes,,Manual Air conditioning with cooling and heating,Yes,,,,,Normal,Yes,,,,,,,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,,,2.0,,,,,Rear sensors,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
1063,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt, 589610,1197 ,Injection,37 litres,Petrol,1520 ,3805 ,1680 ,Hatchback,5.0,,,935 kg,165 mm,Coupled Torsion Beam Axle,165/70R14,165/70R14,Electric Power,All Windows,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2450 mm,,USB & Aux-in,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256 litres,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,,Yes,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,Normal,Yes,Yes,,,Yes,,,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,,,Yes,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,
1064,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt, 642610,1197 ,Injection,37 litres,Petrol,1520 ,3805 ,1680 ,Hatchback,5.0,,,935 kg,165 mm,Coupled Torsion Beam Axle,165/70R14,165/70R14,Electric Power,All Windows,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Automatic,2450 mm,,USB & Aux-in,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256 litres,Yes,Yes,Digital,Front,Yes,Front,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,,Yes,,Manual Air conditioning with cooling and heating,Yes,,Yes,,,Normal,Yes,,,,,,,Yes,Yes,Front Row,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,,,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,
1065,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt, 643350,1197 ,Injection,37 litres,Petrol,1520 ,3805 ,1680 ,Hatchback,5.0,,,935 kg,165 mm,Coupled Torsion Beam Axle,165/70R14,165/70R14,Electric Power,All Windows,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2450 mm,,CD Player with USB & Aux-in,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,,Yes,,Fully automatic climate control,Yes,,Yes,,,Normal,Yes,Yes,,,,Yes,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,,,,Yes,,,,,,,,,,,,,
1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt, 703350,1197 ,Injection,37 litres,Petrol,1520 ,3805 ,1680 ,Hatchback,5.0,,,935 kg,165 mm,Coupled Torsion Beam Axle,165/70R14,165/70R14,Electric Power,All Windows,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Automatic,2450 mm,,CD Player with USB & Aux-in,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,,Yes,,Fully automatic climate control,Yes,,Yes,,,Normal,Yes,,,Yes,,Yes,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,
1067,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt, 673350,1197 ,Injection,37 litres,Petrol,1520 ,3805 ,1680 ,Hatchback,5.0,,,935 kg,165 mm,Coupled Torsion Beam Axle,175/60R15,175/60R15,Electric Power,All Windows,,,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5.0,Fabric,Manual,2450 mm,,CD Player with USB & Aux-in,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256 litres,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,,Yes,,Fully automatic climate control,Yes,,Yes,,,Normal,,Yes,,,Yes,Yes,,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors,,Yes,Yes,Yes,,Touch Sensitive,,Yes,,Manual Adjustment,,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,
1068,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt, 718950,1197 ,Injection,37 litres,Petrol,1520 ,3805 ,1680 ,Hatchback,5.0,,,935 kg,165 mm,Coupled Torsion Beam Axle,175/60R15,175/60R15,Electric Power,All Windows,,Smart Key,83PS@6000rpm,114Nm@4000rpm,Digital,Analog,Analog,2,5.0,Leather,Manual,2450 mm,Yes,CD Player with USB & Aux-in,Yes,"3 years / 100,000 Km of warranty**",Yes,Manual,256 litres,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Digital,Manual,Analog + Digital,Yes,,Yes,,Fully automatic climate control,Yes,,Yes,,Yes,Normal,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,All Rows,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Rear sensors with camera,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,,Yes,,Yes,,,Yes,,,,Yes,,,,,,,,,
